Initial Stack Pointer: 0x20075680
Entry Point (Reset Handler) address: 0x000806D9
Total nodes in CFG: 1909
  Use at <0x80a3d id=0x80a31[38] contextless> (instruction address: 0x80a3d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a95 id=0x80a95[1] contextless> (instruction address: 0x80a95)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a95 id=0x80a95[2] contextless> (instruction address: 0x80a95)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a91 id=0x80a8d[4] contextless> (instruction address: 0x80a91)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a75 id=0x80a75[9] contextless> (instruction address: 0x80a75)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a75 id=0x80a75[6] contextless> (instruction address: 0x80a75)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a87 id=0x80a75[27] contextless> (instruction address: 0x80a87)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a95 id=0x80a95[4] contextless> (instruction address: 0x80a95)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a95 id=0x80a95[3] contextless> (instruction address: 0x80a95)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a9d id=0x80a9d[2] contextless> (instruction address: 0x80a9d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a9f id=0x80a9d[14] contextless> (instruction address: 0x80a9f)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a9d id=0x80a9d[1] contextless> (instruction address: 0x80a9d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a9d id=0x80a9d[5] contextless> (instruction address: 0x80a9d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a9d id=0x80a9d[3] contextless> (instruction address: 0x80a9d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80a9d id=0x80a9d[4] contextless> (instruction address: 0x80a9d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aa7 id=0x80aa5[5] contextless> (instruction address: 0x80aa7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aab id=0x80aa5[19] contextless> (instruction address: 0x80aab)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aaf id=0x80aa5[28] contextless> (instruction address: 0x80aaf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aa7 id=0x80aa5[6] contextless> (instruction address: 0x80aa7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aa5 id=0x80aa5[1] contextless> (instruction address: 0x80aa5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ab9 id=0x80aa5[55] contextless> (instruction address: 0x80ab9)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aa7 id=0x80aa5[8] contextless> (instruction address: 0x80aa7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aa7 id=0x80aa5[7] contextless> (instruction address: 0x80aa7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ab1 id=0x80aa5[32] contextless> (instruction address: 0x80ab1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80acd id=0x80acd[9] contextless> (instruction address: 0x80acd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80acf id=0x80acd[13] contextless> (instruction address: 0x80acf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ae1 id=0x80acd[47] contextless> (instruction address: 0x80ae1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ae5 id=0x80ae5[3] contextless> (instruction address: 0x80ae5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80acd id=0x80acd[6] contextless> (instruction address: 0x80acd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ae5 id=0x80ae5[1] contextless> (instruction address: 0x80ae5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ae7 id=0x80ae5[14] contextless> (instruction address: 0x80ae7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ae5 id=0x80ae5[2] contextless> (instruction address: 0x80ae5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aeb id=0x80ae5[23] contextless> (instruction address: 0x80aeb)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ae5 id=0x80ae5[4] contextless> (instruction address: 0x80ae5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80aef id=0x80aef[1] contextless> (instruction address: 0x80aef)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80af3 id=0x80af3[1] contextless> (instruction address: 0x80af3)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80af7 id=0x80af7[1] contextless> (instruction address: 0x80af7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b1f id=0x80b15[41] contextless> (instruction address: 0x80b1f)
  Use at <0x80b17 id=0x80b15[19] contextless> (instruction address: 0x80b17)
  Use at <0x80b27 id=0x80b15[-2] contextless> (instruction address: 0x80b27)
  Use at <0x80b19 id=0x80b15[23] contextless> (instruction address: 0x80b19)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b15 id=0x80b15[12] contextless> (instruction address: 0x80b15)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b19 id=0x80b15[25] contextless> (instruction address: 0x80b19)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b53 id=0x80b53[1] contextless> (instruction address: 0x80b53)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b19 id=0x80b15[26] contextless> (instruction address: 0x80b19)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b19 id=0x80b15[28] contextless> (instruction address: 0x80b19)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b47 id=0x80b41[16] contextless> (instruction address: 0x80b47)
  Use at <0x80b2f id=0x80b2f[1] contextless> (instruction address: 0x80b2f)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b4b id=0x80b4b[1] contextless> (instruction address: 0x80b4b)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b15 id=0x80b15[15] contextless> (instruction address: 0x80b15)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b15 id=0x80b15[6] contextless> (instruction address: 0x80b15)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b19 id=0x80b15[27] contextless> (instruction address: 0x80b19)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b15 id=0x80b15[9] contextless> (instruction address: 0x80b15)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b29 id=0x80b29[1] contextless> (instruction address: 0x80b29)
  Use at <0x80b41 id=0x80b41[1] contextless> (instruction address: 0x80b41)
  Use at <0x80b59 id=0x80b53[10] contextless> (instruction address: 0x80b59)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b25 id=0x80b15[58] contextless> (instruction address: 0x80b25)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b7d id=0x80b7d[3] contextless> (instruction address: 0x80b7d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b8b id=0x80b89[7] contextless> (instruction address: 0x80b8b)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b93 id=0x80b8f[9] contextless> (instruction address: 0x80b93)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b93 id=0x80b8f[10] contextless> (instruction address: 0x80b93)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b83 id=0x80b81[13] contextless> (instruction address: 0x80b83)
  Use at <0x80b87 id=0x80b81[-2] contextless> (instruction address: 0x80b87)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b81 id=0x80b81[9] contextless> (instruction address: 0x80b81)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b85 id=0x80b81[17] contextless> (instruction address: 0x80b85)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b93 id=0x80b8f[12] contextless> (instruction address: 0x80b93)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b93 id=0x80b8f[11] contextless> (instruction address: 0x80b93)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80b81 id=0x80b81[6] contextless> (instruction address: 0x80b81)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80be3 id=0x80be3[1] contextless> (instruction address: 0x80be3)
  Use at <0x80ba9 id=0x80ba1[33] contextless> (instruction address: 0x80ba9)
  Use at <0x80bad id=0x80bad[1] contextless> (instruction address: 0x80bad)
  Use at <0x80ba7 id=0x80ba1[27] contextless> (instruction address: 0x80ba7)
  Use at <0x80bc7 id=0x80bc7[1] contextless> (instruction address: 0x80bc7)
  Use at <0x80ba3 id=0x80ba1[19] contextless> (instruction address: 0x80ba3)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ba1 id=0x80ba1[12] contextless> (instruction address: 0x80ba1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ba1 id=0x80ba1[9] contextless> (instruction address: 0x80ba1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80bbb id=0x80bb9[7] contextless> (instruction address: 0x80bbb)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80baf id=0x80bad[6] contextless> (instruction address: 0x80baf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80bc9 id=0x80bc7[7] contextless> (instruction address: 0x80bc9)
  Use at <0x80be5 id=0x80be3[7] contextless> (instruction address: 0x80be5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80baf id=0x80bad[9] contextless> (instruction address: 0x80baf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ba1 id=0x80ba1[15] contextless> (instruction address: 0x80ba1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ba5 id=0x80ba1[23] contextless> (instruction address: 0x80ba5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80baf id=0x80bad[7] contextless> (instruction address: 0x80baf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80baf id=0x80bad[8] contextless> (instruction address: 0x80baf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80ba1 id=0x80ba1[6] contextless> (instruction address: 0x80ba1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x80c29 id=0x80c21[-2] contextless> (instruction address: 0x80c29)
  Use at <0x80c25 id=0x80c21[25] contextless> (instruction address: 0x80c25)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
